,title,desc,url,source,date,sentiment,confidence
10,The Best Stock Investing Tools on Zacks,"How can you use Zacks stock picking strategies? Tracey and Derek show you where to find all the juicy charts, stock screens, and even free Zacks Rank buy stocks.",https://finance.yahoo.com/news/best-stock-investing-tools-zacks-152300173.html,Zacks,2023-10-27,neutral,0.9372021555900574
11,Nvidia and 2 Other Chip Stocks to Buy After Intel’s Earnings Beat,Intel's upbeat outlook contains good news for much of the chip industry. Here are three ways to play it.,https://finance.yahoo.com/m/26272aa4-ffea-3bd2-97d4-72469b7296b5/nvidia-and-2-other-chip.html,Barrons.com,2023-10-27,neutral,0.839726984500885
12,"Stock Market News for Oct 27, 2023","Wall Street closed sharply lower on Thursday, pulled down by tech and related stocks.",https://finance.yahoo.com/news/stock-market-news-oct-27-133300314.html,Zacks,2023-10-27,negative,0.9739383459091187
13,Intel Stock Surges. Wall Street Senses a Turnaround Story.,"Intel shares were gaining early on Friday.  Intel  (ticker: INTC) shares were up 7.3% at $34.90 in premarket trading on Friday after its third-quarter earnings report the previous day.  For bulls on the stock, Intel led by CEO Pat Gelsinger provided further signs that its chip-manufacturing services are attracting clients and investment.",https://finance.yahoo.com/m/b130ea58-7abb-308d-aad4-21747c681f60/intel-stock-surges-wall.html,Barrons.com,2023-10-27,positive,0.9510793089866638
14,Nvidia Stock Is Down After Big Tech Reports Earnings -- Could Artificial Intelligence (AI) Spending Be Slowing Down?,"In today's video, I discuss recent updates affecting Nvidia (NASDAQ: NVDA) and recent commentary from Alphabet (NASDAQ: GOOGL) (NASDAQ: GOOG), Microsoft (NASDAQ: MSFT), and Meta Platforms (NASDAQ: META).",https://finance.yahoo.com/m/ce993eaa-06ae-30ac-9d1b-76ebf9daa8eb/nvidia-stock-is-down-after.html,Motley Fool,2023-10-27,negative,0.8911924958229065
15,Chipmaker Intel soars on signs of PC market recovery,"Intel rose more than 9% on Friday and sparked a jump in chip stocks after its upbeat forecast signaled that the personal computer market was rebounding from its quarters-long slump.  Other chip firms such as AMD, Nvidia and Arm rose 1% to 2%.  Under CEO Pat Gelsinger, Intel is trying to turn around its business by making heavy infrastructure investments that the firm hopes will give it an edge in chipmaking and allow it to compete with the likes of Taiwan's TSMC for foundry clients.",https://finance.yahoo.com/news/chipmaker-intel-soars-signs-pc-124902386.html,Reuters,2023-10-27,positive,0.9518818259239197
16,"Dow Jones Futures Fall, Techs Bounce On Amazon Amid Market Correction",Futures rose late as:Amazon jumped on earnings and AI comments. The market correction worsened Thursday as tech titans led the way.,https://finance.yahoo.com/m/78f21b2a-e6cb-3a1d-8e2b-dec7eeaa1625/dow-jones-futures-fall-techs.html,Investor's Business Daily,2023-10-27,negative,0.8562532067298889
17,"Some Sunshine, and a Sunset, for the Bulls","I see a bounce is imminent, but will it repair the damaged charts? Let's look at the S&P 500, Apple, Google and Nvidia.",https://finance.yahoo.com/m/880f18f6-6ef4-388f-b310-03bce9480668/some-sunshine-and-a-sunset-.html,TheStreet.com,2023-10-27,neutral,0.8593913912773132
18,Amazon Beefs Up Bottom Line as AI Battle Shapes Up,Record earnings should help the e-commerce titan compete with Microsoft and Google’s deeper pockets.,https://finance.yahoo.com/m/1baf2871-5832-3e06-8b0b-b51155dfad79/amazon-beefs-up-bottom-line.html,The Wall Street Journal,2023-10-27,positive,0.9442843794822693
19,Here's What Satya Nadella Just Said That Should Have Artificial Intelligence (AI) Investors Buying Microsoft Stock Hand Over Fist,"Investors are looking for ways to profit from the AI gold rush, but there have been very few sure things -- until now.",https://finance.yahoo.com/m/27e58903-f518-3a2b-b039-cd27f3204875/here-s-what-satya-nadella.html,Motley Fool,2023-10-27,neutral,0.9113274812698364
20,2 Magnificent AI Growth Stocks That Could Be Headed for Stock Splits -- and Fantastic Returns,"While these moves to spread a company's valuation out over a larger number of shares don't do anything to change the material nature of the business or its real value, lower per-share prices can make stocks more appealing -- and in some cases, more accessible -- to retail investors.  With artificial intelligence (AI) powering explosive gains for top players in the space, it's possible that some big names are on the verge of implementing new stock splits.  In that vein, two Motley Fool contributors think Nvidia (NASDAQ: NVDA) and Microsoft (NASDAQ: MSFT) could carry out stock splits in the not-too-distant future -- and also deliver stellar performances over the long term.",https://finance.yahoo.com/m/5dc0330a-5f02-329f-a8d3-3014e6e77270/2-magnificent-ai-growth.html,Motley Fool,2023-10-27,neutral,0.6689403653144836
21,Intel earnings: Stock jumps on Q3 earnings and revenue beats,Intel beat analysts' expectations on the top and bottom lines in its Q3 report.,https://finance.yahoo.com/news/intel-q3-earnings-133239072.html,Yahoo Finance,2023-10-27,positive,0.9306058883666992
22,"Why Arista Networks, Nvidia, and The Trade Desk Plunged Today","Shares of cloud networking star Arista Networks (NYSE: ANET), artificial intelligence (AI) leader Nvidia (NASDAQ: NVDA), and programmatic ad platform The Trade Desk (NASDAQ: TTD) plunged 7.9%, 2.6%, and 7.6%, respectively, today as of 3:12 p.m. EDT.  Arista, a cloud networking pioneer, is a large supplier to Meta Platforms (NASDAQ: META), the parent company of Facebook, Instagram, WhatsApp, and Quest VR offerings.  Although not as highly concentrated, Nvidia is also a big supplier, as Meta continues to deploy heavy quantities of Nvidia chips to improve its Reels recommendation engine and advertising tools.",https://finance.yahoo.com/m/fe6995a5-9b42-3f0c-8d07-192fe5fc5706/why-arista-networks-nvidia-.html,Motley Fool,2023-10-27,neutral,0.49738600850105286
23,Amazon and the Other 6 Big Tech Stocks Are Falling Today. That Happens More Often Than You Think.,"It’s a bad day for tech, so bad that the stocks of  Apple Nvidia Tesla  and the rest of the Magnificent Seven are sliding.  Meta Platforms  (META), down 3.3%, is leading the group lower after offering disappointing spending plans, while  Alphabet  (GOOGL), off 1.9%, continues its post-earnings slide.  Amazon.com  (AMZN) shares have dropped 1% ahead of its own release after Thursday’s close, while  Microsoft  (MSFT), Apple (AAPL), and Nvidia (NVDA), have each dropped more than 2%.",https://finance.yahoo.com/m/9fbcc24f-f732-3073-8dcb-ca672517a380/amazon-and-the-other-6-big.html,Barrons.com,2023-10-27,negative,0.9741687178611755
24,12 Best Performing NASDAQ Stocks in 2023,"In this piece, we will take a look at the 12 best performing NASDAQ stocks in 2023. If you want to skip our introduction to the NASDAQ’s performance this year and the broader stock market, then read 5 Best Performing NASDAQ Stocks in 2023. The NASDAQ has been one of the best performing stock indexes […]",https://finance.yahoo.com/news/12-best-performing-nasdaq-stocks-143340243.html,Insider Monkey,2023-10-26,neutral,0.914647102355957
25,"Nvidia, Cisco have teamed up on an AI-driven video conferencing system","Cisco announced a new video conferencing system that includes multiple cameras, speakers and an Nvidia AI chip.",https://finance.yahoo.com/m/d2a7f624-0e70-37f8-b1b4-55ffdbd18b1d/nvidia-cisco-have-teamed-up.html,American City Business Journals,2023-10-26,positive,0.6599668860435486
26,3 Stocks to Buy as Bitcoin Hits 18-Month High on Fresh Optimism,"Bitcoin is making a solid rebound after a brief pause, which is helping stocks like NVIDIA Corporation (NVDA), Block Inc. (SQ) and Coinbase Global, Inc. (COIN).",https://finance.yahoo.com/news/3-stocks-buy-bitcoin-hits-123200712.html,Zacks,2023-10-26,positive,0.9478020071983337
27,"Oracle Stock Falls After AI Day, but Don't Bite Just Yet","Before ChatGPT went viral in late 2022, the old software service provider announced a groundbreaking deal to load up its small Oracle Cloud Infrastructure (OCI) service with Nvidia GPUs.  It then announced it would be the first to host Nvidia's DGX Cloud used to train AI models.  Oracle and Nvidia announced in mid-October that the DGX Cloud service for training and deploying generative AI is now available.",https://finance.yahoo.com/m/49b2f6c7-a009-36bd-a641-56a81f05ff0c/oracle-stock-falls-after-ai.html,Motley Fool,2023-10-26,neutral,0.7734870910644531
28,AI News: Artificial Intelligence Trends And Top AI Stocks To Watch,What is artificial intelligence? And what are the best AI stocks to buy and watch? Track the trend leaders beyond just Nvidia.,https://finance.yahoo.com/m/583c3d61-58cf-3653-a120-60705c6613f5/ai-news-artificial.html,Investor's Business Daily,2023-10-26,neutral,0.9364069700241089
29,5 Crypto-Focused Stocks to Buy Despite Wall Street Turmoil,"Five crypto-related stocks to watch are: NVDA, CME, COIN, SQ, IBKR.",https://finance.yahoo.com/news/5-crypto-focused-stocks-buy-121600464.html,Zacks,2023-10-26,neutral,0.9217191934585571
30,"Nvidia, Amazon: Stock Splits, Reverse Splits Can Have Consequences",Stock Splits make a stock more liquid and cheaper but they can also invite sell-offs if done too frequently. Reverse splits are fewer.,https://finance.yahoo.com/m/46e7ba3f-332e-3c04-854e-643058699bf4/nvidia-amazon-stock-splits-.html,Investor's Business Daily,2023-10-26,neutral,0.4951200485229492
31,Intel's Turnaround Was Just Dealt a Devastating Blow,"Intel (NASDAQ: INTC) is in the midst of a massive turnaround plan -- one that includes catching up to rivals in CPU technology, inventing new AI-related platforms via its Gaudi accelerators, and building out a massive foundry for third-party chip manufacturing.  In fact, it actually faces three big challenges, all coming at once for its cash-cow PC business -- and that could put its whole turnaround plan in jeopardy.  This week, Reuters reported that both Nvidia (NASDAQ: NVDA) and Advanced Micro Devices (NASDAQ: AMD) were ""quietly"" developing a PC processor based on the Arm Holdings (NASDAQ: ARM) architecture, which would run on the Microsoft (NASDAQ: MSFT) Windows operating system.",https://finance.yahoo.com/m/5fb6f57b-715d-3e39-84f5-26f42d681c33/intel-s-turnaround-was-just.html,Motley Fool,2023-10-26,neutral,0.612090528011322
32,Is Nvidia's Great Bull Run of 2023 Finally Over Following ASML's Forecast?,The Dutch semiconductor equipment maker saw a sharp decline in bookings and has issued a tepid forecast for 2024.,https://finance.yahoo.com/m/1b103372-33cb-32a7-ac25-d0f8eea0c4b7/is-nvidia-s-great-bull-run-of.html,Motley Fool,2023-10-26,negative,0.9740680456161499
33,Big Tech earnings drove a stock market rally. They won't be enough this time.,"Mixed results from Big Tech companies like Microsoft, Alphabet, and Meta won't be enough to pull stocks out of their yield-driven rut.",https://finance.yahoo.com/news/big-tech-earnings-drove-a-stock-market-rally-they-wont-be-enough-this-time-093005507.html,Yahoo Finance,2023-10-26,negative,0.8469590544700623
34,Chinese tech firms scramble to secure Nvidia's AI chips before US ban cuts off supply,"Chinese companies are scrambling to secure Nvidia's chips after the US further restricted the supply of key graphics processing units (GPUs), dealing a fresh blow to China's artificial intelligence (AI) ambitions. Xiamen Hongxin Electron-Tech Co, a publicly-listed maker of flexible printed circuit boards in Shenzhen, is ""stepping up communication with multiple Nvidia distributors in the limited window period as the US government is still escalating its restrictions against computing power chips""",https://finance.yahoo.com/news/chinese-tech-firms-scramble-secure-093000159.html,South China Morning Post,2023-10-26,negative,0.9419790506362915
35,"Zacks.com featured highlights Vista Oil & Gas, NVIDIA and Ardmore Shipping","Vista Oil & Gas, NVIDIA and Ardmore Shipping have been highlighted in this Screen of The Week article.",https://finance.yahoo.com/news/zacks-com-featured-highlights-vista-085100578.html,Zacks,2023-10-26,neutral,0.9389936923980713
36,Tech tensions and costlier iPhones,"As I watch footage of the Ukraine and Israel-Hamas wars, the controversial aspects of technology become apparent.  Electronic components developed for smartphones and other devices that have enriched people’s lives have been used in drones and weapons, surveilling and attacking soldiers.  There is also the possibility that some of these are deep fakes, or synthesised content made using generative AI.",https://finance.yahoo.com/m/74bdbbc8-2748-339c-815b-583f90c8ddad/tech-tensions-and-costlier.html,Financial Times,2023-10-26,neutral,0.7060791254043579
37,"Google, Nvidia Back AI Startup That Helps Combat Chip Shortage","(Bloomberg) -- Nvidia Corp. and a Google venture fund have joined a seed round of funding for a startup that helps developers squeeze more computing power out of specialized processors used to train AI, potentially alleviating a major logjam for the burgeoning field.Most Read from BloombergIsrael Latest: Air Force Drops Leaflets Urging Hamas SurrenderCanada Plans College Crackdown Amid Foreign Student TroublesIsrael Warns of ‘Long’ War as Invasion of Gaza Strip BeginsGM Hit With More Strikes Whi",https://finance.yahoo.com/news/google-nvidia-back-ai-startup-130000961.html,Bloomberg,2023-10-26,neutral,0.5848920345306396
38,AMD and Korean telco KT back AI software developer Moreh in $22M Series B,"Advanced Micro Devices (AMD) and Korean telco KT are among the investors of Moreh, which builds an AI software tool that optimizes and creates AI models. The Santa Clara- and Seoul-based startup said it has raised a $22 million Series B round, bringing its total raised to $30 million. Moreh says its flagship AI software, called the MoAI, is similar to Nvidia’s CUDA but is compatible with existing machine learning frameworks like Meta’s PyTorch, Google’s TensorFlow, and applications and AI models",https://finance.yahoo.com/news/amd-korean-telco-kt-back-233022997.html,TechCrunch,2023-10-26,positive,0.6974525451660156
39,3 Top-Ranked Stocks for Growth Investors to Buy,"Earnings growth typically indicates management decisions are yielding positive results, operations are running smoothly, and efficiency is on the rise, all of which contribute to enhancing shareholder value.",https://finance.yahoo.com/news/3-top-ranked-stocks-growth-220500095.html,Zacks,2023-10-26,positive,0.9250797033309937
40,Texas Instruments Report Drags Down Chip Stocks,"**Texas Instruments** reported lackluster third-quarter earnings results, weighing on other semiconductor stocks. + The company posted revenue of $4.532 billion, below the FactSet consensus estimate of $4.",https://finance.yahoo.com/m/4b4f4168-5726-3a06-9d27-ecc6852546e6/texas-instruments-report.html,The Wall Street Journal,2023-10-26,negative,0.9742363095283508
41,"AI Stocks: Tech Giants, Cloud Titans, Chipmakers Battle For An Edge","Amid hype over artificial intelligence and ChatGPT, the best AI stocks generate sales or get a strategic edge from the fast maturing technology.",https://finance.yahoo.com/m/684c930d-1475-3adc-b013-ae604c056ebc/ai-stocks-tech-giants-cloud.html,Investor's Business Daily,2023-10-25,neutral,0.6063956618309021
42,Investors see Nvidia stock dip as a chance to buy: Itaú BBA,"Nvidia (NVDA) stock dropped sharply after the U.S. imposed new restrictions on exporting AI chips to China earlier this month. However, investment bank Itaú BBA is advising clients to buy the dip. In a note to investors, Itaú BBA acknowledged the China headwind but believes the impact is already priced into Nvidia shares. Itaú BBA set a $600 price target, representing a 40% upside from current levels. Yahoo Finance's Seana Smith and Brad Smith discuss challenges Nvidia has faced and investor outlook on the company remaining a leader in advanced AI chip production. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",https://finance.yahoo.com/video/investors-see-nvidia-stock-dip-151600430.html,Yahoo Finance Video,2023-10-25,negative,0.9195648431777954
43,Wall Street Analysts Believe Nvidia (NVDA) Could Rally 43.94%: Here's is How to Trade,"The average of price targets set by Wall Street analysts indicates a potential upside of 43.9% in Nvidia (NVDA). While the effectiveness of this highly sought-after metric is questionable, the positive trend in earnings estimate revisions might translate into an upside in the stock.",https://finance.yahoo.com/news/wall-street-analysts-believe-nvidia-135508878.html,Zacks,2023-10-25,positive,0.9405493140220642
44,Big Tech Tumbles,"Investors are getting nervous about the technology behemoths that have led the market higher this year. Big tech stocks such as Meta Platforms, Amazon, Apple and Nvidia are all falling in early trading, lagging behind the broader market.",https://finance.yahoo.com/m/70381981-50aa-3cf9-a13c-ad28180b89ae/big-tech-tumbles.html,The Wall Street Journal,2023-10-25,negative,0.9731007218360901
45,"What Nvidia, Cadence Design Systems, and Intel Stock Investors Should Know About Recent Semiconductor Updates",Nvidia announced that export regulations affecting its AI chips are taking effect faster than anticipated.,https://finance.yahoo.com/m/990f3450-073d-350c-aaa8-b78004d6f6fb/what-nvidia-cadence-design.html,Motley Fool,2023-10-25,negative,0.6666477918624878
46,"CentML lands $27M from Nvidia, others to make AI models run more efficiently","Contrary to what you might've heard, the era of large seed rounds isn't over -- at least in the AI sector. CentML, a startup developing tools to decrease the cost -- and improve the performance -- of deploying machine learning models, this morning announced that it raised $27 million in an extended seed round with participation from Gradient Ventures, TR Ventures, Nvidia and Microsoft Azure AI VP Misha Bilenko. CentML initially closed its seed round in 2022, but extended the round over the last",https://finance.yahoo.com/news/centml-lands-27m-nvidia-others-130049045.html,TechCrunch,2023-10-25,neutral,0.5013951659202576
47,"Successful Follow-Throughs Signal Market Bottoms, Offer Breakouts","Investors can use this key signal that kicks off the start of a new stock market rally, known as a follow-through day, to begin buying stocks.",https://finance.yahoo.com/m/1809cc22-e4e2-384c-b5ba-4938b0ae2ce8/successful-follow-throughs.html,Investor's Business Daily,2023-10-25,neutral,0.7677301168441772
48,"Europe could face a ‘century of humiliation’ warns CEO of Nvidia rival, who says startups fare better in America","European technology startups may have more success in the States—at least, that’s according to British chip designer Graphcore’s chief executive, Nigel Toon.",https://finance.yahoo.com/news/europe-could-face-century-humiliation-115835130.html,Fortune,2023-10-25,positive,0.7113227844238281
49,Biden orders Nvidia to immediately stop selling AI chips to China,The US government has ordered Nvidia to immediately stop selling AI computer chips to China after President Biden brought forward the ban.,https://finance.yahoo.com/news/biden-orders-nvidia-immediately-stop-114721808.html,The Telegraph,2023-10-25,negative,0.8606337904930115
50,Top 15 Tech Trends In 2023,"In this article, we will look at the top 15 tech trends in 2023. If you want to skip our detailed analysis of the global tech industry, you can go directly to the Top 5 Tech Trends in 2023. Today, technology is everywhere and it is evolving every day. Companies are working on new technologies […]",https://finance.yahoo.com/news/top-15-tech-trends-2023-112359699.html,Insider Monkey,2023-10-25,neutral,0.9350610971450806
51,3 Must-Buy Profitable Stocks Using Net Income Ratio,"Vista Oil & Gas (VIST), NVIDIA (NVDA) and Ardmore Shipping (ASC) have been selected as the top picks with a high net income ratio.",https://finance.yahoo.com/news/3-must-buy-profitable-stocks-102200188.html,Zacks,2023-10-25,positive,0.7480872869491577
52,"The Zacks Analyst Blog Highlights NVIDIA, Palo Alto, Adobe, Synopsys and Cadence Design","NVIDIA, Palo Alto, Adobe, Synopsys and Cadence Design are included in this Analyst Blog.",https://finance.yahoo.com/news/zacks-analyst-blog-highlights-nvidia-093200885.html,Zacks,2023-10-25,neutral,0.943770706653595
53,"2 Monster Growth Stocks That Turned $5,000 Into $300,000 (or More) in 20 Years",These monster growth stocks created life-changing wealth for patient shareholders over the past two decades.,https://finance.yahoo.com/m/a86d6e88-8dc3-311b-850a-7f8c72ee5b3b/2-monster-growth-stocks-that.html,Motley Fool,2023-10-25,neutral,0.5401122570037842
54,Nvidia (NVDA) Outpaces Stock Market Gains: What You Should Know,"Nvidia (NVDA) closed at $436.63 in the latest trading session, marking a +1.6% move from the prior day.",https://finance.yahoo.com/news/nvidia-nvda-outpaces-stock-market-214520216.html,Zacks,2023-10-25,positive,0.9132797718048096
55,Nvidia says US sped up export curbs on AI chips,Nvidia announced in a regulatory filing that the U.S. government sped up the implementation timeline for broader export controls on China's access to artificial intelligence chips.,https://finance.yahoo.com/news/nvidia-says-us-sped-export-214213921.html,Fox Business,2023-10-25,positive,0.5394997000694275
56,Big Tech Earnings Whipsaw QQQ in Late Trading: Markets Wrap,"(Bloomberg) -- A $201 billion exchange-traded fund tracking the Nasdaq 100 (QQQ) whipsawed in late hours as Microsoft Corp. climbed, while Google’s parent Alphabet Inc. dropped after reporting earnings.Most Read from BloombergIsrael Latest: US Determines Israel Wasn’t Behind Hospital BlastChina Developer Country Garden Deemed in Default on Dollar Bond for First TimeTrump Ally Mike Johnson Becomes Latest GOP House Speaker NomineeNobody Wants Mutual Funds NowBig Tech Earnings Whipsaw QQQ in Late T",https://finance.yahoo.com/news/asia-stocks-catch-breath-wild-225236818.html,Bloomberg,2023-10-25,negative,0.7900117039680481
57,Energy Fuels (UUUU) and Nvidia (NVDA) Are Aggressive Growth Stocks,Two more stocks for your aggressive growth radar screen.,https://finance.yahoo.com/news/energy-fuels-uuuu-nvidia-nvda-195500842.html,Zacks,2023-10-25,neutral,0.9177084565162659
58,"Qualcomm Unveils New Chips Targeting AI PCs. Look Out, Intel and AMD.",The chip company said the new product will target personal computers running generative artificial intelligence applications.,https://finance.yahoo.com/m/be2a2f1c-6022-3d6e-bfb8-c4cf4f326d7a/qualcomm-unveils-new-chips.html,Barrons.com,2023-10-25,neutral,0.7106393575668335
59,Arm Stock Rallies on Report That Nvidia Could Start Making PC Processors,"Arm Holdings  stock has staged a two-day 8.5% rally on speculation that the newly public chip design company could get a boost from an expansion in the number of companies producing microprocessors for  Microsoft  Windows-based personal computers using Arm technology.  Qualcomm  (ticker: QCOM) is the only chip maker licensed by Microsoft (MSFT) to produce Arm-based processors for Windows PCs, but that arrangement expires next year.  On Monday, Reuters reported that both  Nvidia  (NVDA) and Advanced Micro Devices (AMD) are developing their own Arm-based processors for Windows PCs and could start shipping in 2025.",https://finance.yahoo.com/m/990c9660-eece-3389-a4fb-2a029abcc564/arm-stock-rallies-on-report.html,Barrons.com,2023-10-25,positive,0.7382023930549622
60,"Alphabet, Microsoft Have ‘No Room’ for Error as Tech Rally Fades",(Bloomberg) -- Stock bulls who rode megacap tech shares to double-digit gains this year have had little reason to stick around lately. Now they’re counting on earnings from Microsoft Corp. and Alphabet Inc. after markets close Tuesday to help restart the rally. Most Read from BloombergIsrael Latest: US Determines Israel Wasn’t Behind Hospital BlastNobody Wants Mutual Funds NowTrump Ally Mike Johnson Becomes Latest GOP House Speaker NomineeBig Tech Earnings Whipsaw QQQ in Late Trading: Markets Wr,https://finance.yahoo.com/news/alphabet-microsoft-no-room-error-102709845.html,Bloomberg,2023-10-25,neutral,0.7744344472885132
61,"Microsoft, Google, Meta, Amazon: Earnings reports to watch","Earnings season is well underway and big tech is in the spotlight. Microsoft (MSFT) and Google (GOOGL) are set to report on Tuesday. Meta (META) is scheduled to report on Wednesday. Amazon (AMZN) is expected to report on Thursday. Yahoo Finance spoke to experts, reporters, and analysts across the industry to break down the biggest themes and what to watch from earnings this week. Yahoo Finance Markets Reporter Jared Blikre broke down the Magnificent Seven - Amazon (AMZN), Apple (APPL), Microsoft (MSFT), Meta (META), Alphabet (GOOGL) Tesla (TSLA), and Nvidia (NVDA) - and their dominance of the S&P market cap. Blikre said, ""30 percent right now. That is the same amount that it was when the market peaked at the beginning of 2022."" FS Investments Chief Market Strategist Troy Gayeski discussed the valuations of big tech stocks and what he is keeping an eye on this earnings season. Gayeski explained, ""AI is obviously going to be a key driver of revenue growth and profit growth ... (Our question is) whether the multiple that people are paying is justified."" Yahoo Finance Tech Editor Dan Howley is watching the cloud and how AI fits into the plans of the major tech companies. Howley said, ""How are these big investments that these companies are discussing fitting into their overall revenue when it comes to their cloud performance.""",https://finance.yahoo.com/video/microsoft-google-meta-amazon-earnings-160444393.html,Yahoo Finance Video,2023-10-25,neutral,0.8913233876228333
62,Corning (GLW) Q3 Earnings Miss Estimates on Lower Demand,"Corning (GLW) reports lower revenues year over year in the third quarter of 2023, owing to declining net sales in some business segments. Healthy demand in Display Technologies is a tailwind.",https://finance.yahoo.com/news/corning-glw-q3-earnings-miss-152000611.html,Zacks,2023-10-24,negative,0.9751866459846497
63,Cathie Wood dumps $4.5 million worth of surging Big Tech titan,"In the last year, semiconductor giant Nvidia  has become synonymous with investor sentiment around the practicality of artificial intelligence.  The company has additionally begun to develop central processing units (CPUs) that would run Microsoft  Windows operating system for its personal computers, according to a report by Reuters.  Nvidia, according to the Oct. 23 report, could be in a position to sell PC chips by 2025, a move that would heavily threaten Intel .",https://finance.yahoo.com/m/cc457975-cb5b-3ff3-8052-c5fe9b9c8a12/cathie-wood-dumps-4-5.html,TheStreet.com,2023-10-24,negative,0.8365753889083862
64,Nvidia extends gains amid reports it's taking on Intel in PC chip market,AI leader Nvidia is reportedly looking to leverage technology from Arm Holdings to make chips for the PC market in what could be a major challenge to Intel.,https://finance.yahoo.com/m/3c3f5808-da39-3b6a-8a6b-0c9ccb2d71b9/nvidia-extends-gains-amid.html,TheStreet.com,2023-10-24,positive,0.9314354062080383
